timestamp,locomotive_id,failure_type_true,coolant_temp_f,coolant_level_pct,battery_volts,oil_pressure_psi,engine_temp_f,rpm,ambient_temp_f,cooling_water_loss,battery_failure
2026-01-01 18:00:00,NS-1001,none,175.21,97.57,14.343,65.17,180.36,802.6,61.34,0,0
2026-01-01 19:00:00,NS-1001,none,177.31,97.79,14.323,62.76,185.21,835.5,50.5,0,0
2026-01-01 20:00:00,NS-1001,none,173.36,97.4,14.273,65.25,186.99,829.7,56.02,0,0
2026-01-01 21:00:00,NS-1001,none,174.07,97.16,14.336,63.74,187.32,823.7,55.77,0,0
2026-01-01 22:00:00,NS-1001,none,175.55,97.14,14.243,64.96,181.79,813.5,59.02,0,0
2026-01-01 23:00:00,NS-1001,none,177.17,97.52,14.165,63.64,187.82,807.9,55.79,0,0
2026-01-02 00:00:00,NS-1001,none,179.14,97.96,14.324,63.17,185.37,816.4,60.68,0,0
2026-01-02 01:00:00,NS-1001,none,178.38,97.32,14.264,63.38,187.4,819.5,59.72,0,0
2026-01-02 02:00:00,NS-1001,none,175.63,98.28,14.258,64.97,188.67,818.2,47.87,0,0
2026-01-02 03:00:00,NS-1001,none,173.91,97.77,14.096,63.45,184.56,821.0,55.79,0,0
2026-01-02 04:00:00,NS-1001,none,174.95,97.35,14.283,64.11,189.36,796.5,64.62,0,0
2026-01-02 05:00:00,NS-1001,none,177.28,98.25,14.323,64.42,184.73,806.2,47.07,0,0
2026-01-02 06:00:00,NS-1001,none,178.94,97.4,14.265,63.66,183.68,791.4,61.76,0,0
2026-01-02 07:00:00,NS-1001,none,178.92,97.86,14.181,65.82,180.7,796.4,64.8,0,0
2026-01-02 08:00:00,NS-1001,none,173.75,97.7,14.08,63.87,180.8,796.1,62.08,0,0
2026-01-02 09:00:00,NS-1001,none,174.69,97.65,14.272,66.33,184.86,829.2,55.78,0,0
2026-01-02 10:00:00,NS-1001,none,175.87,97.96,14.19,65.26,178.99,847.3,55.84,0,0
2026-01-02 11:00:00,NS-1001,none,175.4,97.88,14.31,64.19,183.22,808.6,53.72,0,0
2026-01-02 12:00:00,NS-1001,none,178.52,98.09,14.189,64.56,185.77,828.8,51.97,0,0
2026-01-02 13:00:00,NS-1001,none,173.18,96.99,14.363,65.14,182.67,809.0,56.84,0,0
2026-01-02 14:00:00,NS-1001,none,177.48,97.71,14.22,64.93,183.11,828.4,52.48,0,0
2026-01-02 15:00:00,NS-1001,none,177.75,98.47,14.336,63.53,179.3,797.6,58.89,0,0
2026-01-02 16:00:00,NS-1001,none,175.6,97.42,14.214,65.75,178.41,827.7,62.36,0,0
2026-01-02 17:00:00,NS-1001,none,176.03,97.53,14.332,64.85,186.36,808.4,62.39,0,0
2026-01-02 18:00:00,NS-1001,none,178.76,96.89,14.185,63.98,183.77,814.9,59.46,0,0
2026-01-02 19:00:00,NS-1001,none,175.8,97.9,14.212,63.14,180.34,822.5,60.53,0,0
2026-01-02 20:00:00,NS-1001,none,175.73,97.89,14.205,64.39,191.51,843.5,64.71,0,0
2026-01-02 21:00:00,NS-1001,none,177.57,97.66,14.227,64.76,180.32,795.3,46.59,0,0
2026-01-02 22:00:00,NS-1001,none,176.34,96.94,14.299,64.95,186.39,837.7,55.0,0,0
2026-01-02 23:00:00,NS-1001,none,175.05,97.67,14.266,62.88,185.57,814.3,57.07,0,0
2026-01-03 00:00:00,NS-1001,none,173.82,96.72,14.26,63.92,184.35,820.1,57.25,0,0
2026-01-03 01:00:00,NS-1001,none,172.42,97.58,14.324,64.52,180.57,838.7,54.18,0,0
2026-01-03 02:00:00,NS-1001,none,179.71,97.8,14.253,65.53,185.03,832.9,56.55,0,0
2026-01-03 03:00:00,NS-1001,none,175.08,97.3,14.205,64.86,189.15,810.5,62.95,0,0
2026-01-03 04:00:00,NS-1001,none,175.34,98.06,14.2,61.81,185.28,835.6,57.4,0,0
2026-01-03 05:00:00,NS-1001,none,177.21,97.7,14.239,62.32,183.84,821.6,48.55,0,0
2026-01-03 06:00:00,NS-1001,none,175.47,97.66,14.299,64.47,181.38,811.2,54.18,0,0
2026-01-03 07:00:00,NS-1001,none,174.67,97.53,14.124,63.42,182.23,812.7,44.37,0,0
2026-01-03 08:00:00,NS-1001,none,175.7,97.66,14.307,65.18,186.22,806.3,58.7,0,0
2026-01-03 09:00:00,NS-1001,none,173.16,97.49,14.189,63.67,191.8,782.7,50.88,0,0
2026-01-03 10:00:00,NS-1001,none,177.56,97.72,14.361,64.06,181.76,778.7,51.31,0,0
2026-01-03 11:00:00,NS-1001,none,175.52,97.63,14.177,63.33,181.5,810.3,60.4,0,0
2026-01-03 12:00:00,NS-1001,none,176.93,98.13,14.429,63.98,182.06,830.8,63.77,0,0
2026-01-03 13:00:00,NS-1001,none,174.28,97.55,14.086,62.67,188.87,829.7,56.51,0,0
2026-01-03 14:00:00,NS-1001,none,175.14,97.56,14.209,63.35,183.31,809.4,53.16,0,0
2026-01-03 15:00:00,NS-1001,none,176.99,96.7,14.258,63.89,185.85,819.7,53.24,0,0
2026-01-03 16:00:00,NS-1001,none,176.03,97.92,14.314,65.6,190.81,804.2,50.91,0,0
2026-01-03 17:00:00,NS-1001,none,170.14,97.82,14.117,63.67,183.3,827.6,57.27,0,0
2026-01-03 18:00:00,NS-1001,none,172.4,98.82,14.191,63.57,184.23,827.0,59.8,0,0
2026-01-03 19:00:00,NS-1001,none,180.49,97.41,14.253,62.95,179.37,816.9,63.86,0,0
2026-01-03 20:00:00,NS-1001,none,175.85,97.66,14.214,64.57,182.9,810.8,61.15,0,0
2026-01-03 21:00:00,NS-1001,none,176.34,96.82,14.219,64.93,183.87,835.1,44.84,0,0
2026-01-03 22:00:00,NS-1001,none,173.93,98.12,14.22,64.0,179.94,827.9,56.48,0,0
2026-01-03 23:00:00,NS-1001,none,176.19,97.35,14.169,64.55,185.18,809.6,62.25,0,0
2026-01-04 00:00:00,NS-1001,none,175.78,98.09,14.152,64.38,183.22,803.3,58.04,0,0
2026-01-04 01:00:00,NS-1001,none,177.28,97.57,14.205,63.54,188.54,807.3,60.91,0,0
2026-01-04 02:00:00,NS-1001,none,177.64,98.26,14.155,64.26,179.78,807.9,60.24,0,0
2026-01-04 03:00:00,NS-1001,none,170.97,97.35,14.223,66.62,185.22,816.3,59.03,0,0
2026-01-04 04:00:00,NS-1001,none,176.5,97.79,14.132,62.84,185.43,843.9,56.59,0,0
2026-01-04 05:00:00,NS-1001,none,177.18,97.67,14.192,64.5,192.3,813.6,53.19,0,0
2026-01-04 06:00:00,NS-1001,none,170.98,98.05,14.341,64.61,183.99,803.3,54.81,0,0
2026-01-04 07:00:00,NS-1001,none,175.32,97.25,14.304,62.66,184.66,813.2,46.91,0,0
2026-01-04 08:00:00,NS-1001,none,176.65,97.3,14.239,63.82,182.28,818.0,56.89,0,0
2026-01-04 09:00:00,NS-1001,none,176.97,97.39,14.445,64.13,184.34,799.0,42.86,0,0
2026-01-04 10:00:00,NS-1001,none,173.14,96.87,14.262,64.18,181.15,811.8,58.81,0,0
2026-01-04 11:00:00,NS-1001,none,172.97,98.04,14.278,63.91,183.59,804.0,56.34,0,0
2026-01-04 12:00:00,NS-1001,none,174.16,97.42,14.279,63.85,184.98,799.8,55.06,0,0
2026-01-04 13:00:00,NS-1001,none,173.74,98.03,14.371,64.23,185.38,800.5,51.53,0,0
2026-01-04 14:00:00,NS-1001,none,179.15,97.04,14.344,63.16,180.96,789.3,49.17,0,0
2026-01-04 15:00:00,NS-1001,none,171.28,98.2,14.317,63.43,179.42,815.1,62.98,0,0
2026-01-04 16:00:00,NS-1001,none,176.96,98.57,14.136,63.56,182.81,817.1,59.02,0,0
2026-01-04 17:00:00,NS-1001,none,177.05,98.51,14.369,64.51,183.27,839.2,58.83,0,0
2026-01-04 18:00:00,NS-1001,none,177.23,97.64,14.211,61.61,185.83,818.6,59.2,0,0
2026-01-04 19:00:00,NS-1001,none,174.02,97.09,14.285,63.1,188.7,789.3,54.78,0,0
2026-01-04 20:00:00,NS-1001,none,175.98,97.74,14.239,62.46,186.5,805.7,61.25,0,0
2026-01-04 21:00:00,NS-1001,none,176.1,97.56,14.397,63.65,185.22,814.9,54.33,0,0
2026-01-04 22:00:00,NS-1001,none,176.68,97.9,14.098,64.91,181.42,832.8,55.22,0,0
2026-01-04 23:00:00,NS-1001,none,175.86,98.13,14.342,64.6,187.13,831.5,59.53,0,0
2026-01-05 00:00:00,NS-1001,none,175.5,97.09,14.275,64.11,187.14,812.4,55.97,0,0
2026-01-05 01:00:00,NS-1001,none,177.39,97.52,14.156,64.48,180.47,834.8,57.07,0,0
2026-01-05 02:00:00,NS-1001,none,171.76,97.87,14.309,65.02,182.73,819.8,59.33,0,0
2026-01-05 03:00:00,NS-1001,none,175.71,97.99,14.198,63.3,188.35,778.3,57.99,0,0
2026-01-05 04:00:00,NS-1001,none,172.1,97.03,14.215,64.77,182.06,803.5,51.18,0,0
2026-01-05 05:00:00,NS-1001,none,173.2,96.93,14.226,64.66,181.47,803.2,53.13,0,0
2026-01-05 06:00:00,NS-1001,none,178.86,98.17,14.198,64.05,179.97,806.6,53.35,0,0
2026-01-05 07:00:00,NS-1001,none,175.28,97.51,14.303,62.81,183.56,831.3,54.59,0,0
2026-01-05 08:00:00,NS-1001,none,174.21,97.42,14.172,64.92,191.75,818.1,59.41,0,0
2026-01-05 09:00:00,NS-1001,none,177.79,97.92,14.099,64.08,182.13,796.7,51.75,0,0
2026-01-05 10:00:00,NS-1001,none,175.6,97.37,13.961,62.92,186.76,802.5,58.23,0,0
2026-01-05 11:00:00,NS-1001,none,173.35,98.23,14.258,64.44,179.76,820.2,58.64,0,0
2026-01-05 12:00:00,NS-1001,none,177.05,97.87,14.32,64.84,186.19,838.6,58.95,0,0
2026-01-05 13:00:00,NS-1001,none,173.95,97.56,14.273,64.47,182.61,821.6,56.58,0,0
2026-01-05 14:00:00,NS-1001,none,172.64,98.03,14.299,64.07,184.75,795.3,57.64,0,0
2026-01-05 15:00:00,NS-1001,none,174.82,97.81,14.336,64.03,186.29,794.0,58.63,0,0
2026-01-05 16:00:00,NS-1001,none,174.81,97.63,14.094,64.15,183.59,830.1,57.24,0,0
2026-01-05 17:00:00,NS-1001,none,174.57,97.85,14.298,61.94,184.29,831.8,54.59,0,0
2026-01-05 18:00:00,NS-1001,none,175.26,97.21,14.329,64.97,186.63,835.3,50.9,0,0
2026-01-05 19:00:00,NS-1001,none,176.88,97.66,14.311,65.64,181.0,812.5,53.3,0,0
2026-01-05 20:00:00,NS-1001,none,175.16,97.73,14.28,63.64,187.53,815.2,55.51,0,0
2026-01-05 21:00:00,NS-1001,none,177.06,97.99,14.164,64.59,186.06,820.4,59.13,0,0
2026-01-05 22:00:00,NS-1001,none,175.52,97.29,14.131,63.22,185.81,810.9,56.62,0,0
2026-01-05 23:00:00,NS-1001,none,176.75,97.07,14.217,64.98,182.78,815.2,53.26,0,0
2026-01-06 00:00:00,NS-1001,none,174.63,98.69,14.269,62.89,187.75,822.8,53.86,0,0
2026-01-06 01:00:00,NS-1001,none,174.81,97.6,14.281,63.96,191.89,842.3,56.92,0,0
2026-01-06 02:00:00,NS-1001,none,175.45,97.6,14.255,63.25,184.14,799.7,59.86,0,0
2026-01-06 03:00:00,NS-1001,none,174.73,97.51,14.384,63.18,185.51,821.0,60.17,0,0
2026-01-06 04:00:00,NS-1001,none,177.8,97.47,14.223,64.93,185.02,835.4,67.69,0,0
2026-01-06 05:00:00,NS-1001,none,176.03,97.56,14.289,63.45,181.59,832.5,56.31,0,0
2026-01-06 06:00:00,NS-1001,none,177.12,97.33,14.199,64.54,181.3,818.8,56.25,0,0
2026-01-06 07:00:00,NS-1001,none,177.36,98.08,14.114,63.08,179.09,845.6,65.72,0,0
2026-01-06 08:00:00,NS-1001,none,174.47,97.05,14.282,64.16,187.08,796.8,60.72,0,0
2026-01-06 09:00:00,NS-1001,none,174.25,97.86,14.107,63.69,185.65,814.8,62.16,0,0
2026-01-06 10:00:00,NS-1001,none,176.09,96.81,14.269,64.3,181.21,814.3,50.63,0,0
2026-01-06 11:00:00,NS-1001,none,174.2,98.15,14.072,63.71,180.01,819.4,63.04,0,0
2026-01-06 12:00:00,NS-1001,none,172.83,97.96,14.307,64.5,182.17,833.9,56.44,0,0
2026-01-06 13:00:00,NS-1001,none,178.22,97.85,14.213,64.36,183.77,807.3,53.47,0,0
2026-01-06 14:00:00,NS-1001,none,173.55,97.65,14.192,64.43,184.11,815.7,59.18,0,0
2026-01-06 15:00:00,NS-1001,none,177.79,97.65,14.17,66.92,178.38,821.7,60.15,0,0
2026-01-06 16:00:00,NS-1001,none,174.32,97.81,14.283,63.82,187.9,801.8,66.96,0,0
2026-01-06 17:00:00,NS-1001,none,176.23,98.09,14.255,64.05,183.33,822.3,60.3,0,0
2026-01-06 18:00:00,NS-1001,none,178.88,97.27,14.32,64.28,182.37,811.8,64.15,0,0
2026-01-06 19:00:00,NS-1001,none,176.33,97.93,14.323,63.05,179.63,824.1,60.17,0,0
2026-01-06 20:00:00,NS-1001,none,175.1,98.22,14.137,62.95,185.04,790.9,64.77,0,0
2026-01-06 21:00:00,NS-1001,none,175.01,97.08,14.253,63.38,180.8,805.1,64.69,0,0
2026-01-06 22:00:00,NS-1001,none,174.25,96.8,14.203,65.11,184.86,815.3,49.37,0,0
2026-01-06 23:00:00,NS-1001,none,171.97,98.28,14.294,64.71,191.67,824.2,59.01,0,0
2026-01-07 00:00:00,NS-1001,none,176.72,97.63,14.17,63.03,184.58,800.8,53.97,0,0
2026-01-07 01:00:00,NS-1001,none,176.41,96.94,14.191,64.75,189.22,791.8,56.28,0,0
2026-01-07 02:00:00,NS-1001,none,176.72,97.32,14.252,64.2,190.22,801.5,56.71,0,0
2026-01-07 03:00:00,NS-1001,none,175.75,97.47,14.336,64.12,186.1,821.4,59.11,0,0
2026-01-07 04:00:00,NS-1001,none,173.03,97.9,14.217,63.68,188.13,826.9,53.61,0,0
2026-01-07 05:00:00,NS-1001,none,174.5,98.03,14.258,63.15,190.14,803.9,50.94,0,0
2026-01-07 06:00:00,NS-1001,none,174.15,97.91,14.337,64.43,183.62,840.0,58.49,0,0
2026-01-07 07:00:00,NS-1001,none,172.25,98.29,14.272,63.98,185.62,804.0,47.6,0,0
2026-01-07 08:00:00,NS-1001,none,177.83,98.09,14.109,63.45,185.59,824.0,53.62,0,0
2026-01-07 09:00:00,NS-1001,none,175.22,97.47,14.189,64.01,182.4,826.1,57.73,0,0
2026-01-07 10:00:00,NS-1001,none,179.85,97.89,14.295,62.75,181.16,844.8,65.84,0,0
2026-01-07 11:00:00,NS-1001,none,174.26,97.74,14.166,64.61,181.71,816.8,55.69,0,0
2026-01-07 12:00:00,NS-1001,none,173.19,98.23,14.245,62.57,183.08,827.3,63.37,0,0
2026-01-07 13:00:00,NS-1001,none,176.07,97.4,14.279,64.34,183.1,824.3,52.8,0,0
2026-01-07 14:00:00,NS-1001,none,175.14,97.42,14.171,64.69,184.94,791.6,51.6,0,0
2026-01-07 15:00:00,NS-1001,none,175.68,98.04,14.208,63.98,185.43,822.6,63.11,0,0
2026-01-07 16:00:00,NS-1001,none,176.82,97.93,14.144,63.74,183.16,810.3,63.86,0,0
2026-01-07 17:00:00,NS-1001,none,175.96,97.72,14.436,64.18,184.01,811.1,59.95,0,0
2026-01-07 18:00:00,NS-1001,none,175.75,96.69,14.28,62.99,183.57,816.4,54.09,0,0
2026-01-07 19:00:00,NS-1001,none,176.2,96.55,14.282,63.19,185.53,796.4,59.42,0,0
2026-01-07 20:00:00,NS-1001,none,175.49,97.43,14.21,63.57,182.99,805.0,54.21,0,0
2026-01-07 21:00:00,NS-1001,none,174.16,97.71,14.279,64.89,180.08,849.9,56.32,0,0
2026-01-07 22:00:00,NS-1001,none,177.6,97.65,14.336,62.81,183.16,810.8,61.19,0,0
2026-01-07 23:00:00,NS-1001,none,175.27,97.69,14.308,63.96,183.51,803.7,51.8,0,0
2026-01-08 00:00:00,NS-1001,none,175.56,97.31,14.144,66.04,178.8,815.0,53.09,0,0
2026-01-08 01:00:00,NS-1001,none,174.73,96.78,14.262,61.7,182.06,818.7,51.81,0,0
2026-01-08 02:00:00,NS-1001,none,174.8,97.06,14.352,64.9,184.42,833.8,61.43,0,0
2026-01-08 03:00:00,NS-1001,none,175.95,97.45,14.246,64.04,181.11,841.4,57.9,0,0
2026-01-08 04:00:00,NS-1001,none,174.71,97.8,14.161,65.28,182.27,795.7,63.25,0,0
2026-01-08 05:00:00,NS-1001,none,174.75,97.52,14.177,63.27,185.53,828.8,64.03,0,0
2026-01-08 06:00:00,NS-1001,none,174.61,97.2,14.291,63.05,185.52,834.0,57.68,0,0
2026-01-08 07:00:00,NS-1001,none,179.22,98.29,14.171,64.57,186.92,821.0,56.45,0,0
2026-01-08 08:00:00,NS-1001,none,173.06,97.47,14.286,62.03,179.47,817.8,55.86,0,0
2026-01-08 09:00:00,NS-1001,none,175.29,97.79,14.264,64.89,180.66,819.6,53.46,0,0
2026-01-08 10:00:00,NS-1001,none,175.34,98.19,14.156,64.71,187.35,823.1,57.7,0,0
2026-01-08 11:00:00,NS-1001,none,175.45,97.67,14.242,64.56,187.12,793.2,61.18,0,0
2026-01-08 12:00:00,NS-1001,none,177.77,98.62,14.384,64.06,178.98,825.0,62.08,0,0
2026-01-08 13:00:00,NS-1001,none,176.57,97.46,14.305,63.96,183.93,801.7,55.48,0,0
2026-01-08 14:00:00,NS-1001,none,172.82,97.81,14.198,65.43,186.84,798.9,64.88,0,0
2026-01-08 15:00:00,NS-1001,none,173.41,97.12,14.174,63.16,183.32,784.2,59.31,0,0
2026-01-08 16:00:00,NS-1001,none,178.53,97.02,14.333,63.23,189.72,807.0,53.45,0,0
2026-01-08 17:00:00,NS-1001,none,175.03,98.59,14.388,63.29,185.06,843.9,62.43,0,0
2026-01-08 18:00:00,NS-1001,none,177.27,97.45,14.328,65.29,184.66,805.9,61.07,0,0
2026-01-08 19:00:00,NS-1001,none,177.22,96.59,14.172,63.09,183.39,813.6,50.85,0,0
2026-01-08 20:00:00,NS-1001,none,176.77,97.78,14.211,62.9,190.27,819.5,56.17,0,0
2026-01-08 21:00:00,NS-1001,none,171.74,98.18,14.126,64.33,180.92,798.0,61.56,0,0
2026-01-08 22:00:00,NS-1001,none,175.96,96.95,14.21,63.78,187.78,821.6,64.67,0,0
2026-01-08 23:00:00,NS-1001,none,175.51,97.26,14.009,63.6,185.3,813.2,61.62,0,0
2026-01-09 00:00:00,NS-1001,none,173.42,97.85,14.267,63.41,185.87,817.4,53.28,0,0
2026-01-09 01:00:00,NS-1001,none,175.18,97.85,14.215,63.06,182.16,839.1,57.69,0,0
2026-01-09 02:00:00,NS-1001,none,173.36,97.74,14.259,62.95,179.39,816.9,58.26,0,0
2026-01-09 03:00:00,NS-1001,none,174.41,97.66,14.15,63.06,187.33,824.1,69.86,0,0
2026-01-09 04:00:00,NS-1001,none,176.31,97.74,14.205,63.66,182.26,807.5,55.55,0,0
2026-01-09 05:00:00,NS-1001,none,180.94,98.11,14.27,64.13,183.79,842.8,53.67,0,0
2026-01-09 06:00:00,NS-1001,none,175.5,97.2,14.381,65.99,183.34,800.1,58.2,0,0
2026-01-09 07:00:00,NS-1001,none,175.73,98.26,14.189,63.92,182.74,824.6,55.29,0,0
2026-01-09 08:00:00,NS-1001,none,174.08,98.17,14.21,64.07,180.34,823.3,57.7,0,0
2026-01-09 09:00:00,NS-1001,none,174.15,97.68,14.161,64.86,184.93,815.5,60.4,0,0
2026-01-09 10:00:00,NS-1001,none,174.48,98.23,14.268,64.18,179.19,836.1,60.57,0,0
2026-01-09 11:00:00,NS-1001,none,175.23,98.01,14.318,64.1,181.02,825.4,55.76,0,0
2026-01-09 12:00:00,NS-1001,none,176.58,97.6,14.263,63.46,183.04,827.0,52.1,0,0
2026-01-09 13:00:00,NS-1001,none,176.03,97.41,14.281,64.22,185.26,815.7,57.71,0,0
2026-01-09 14:00:00,NS-1001,none,178.48,98.16,14.242,63.72,181.11,811.6,59.06,0,0
2026-01-09 15:00:00,NS-1001,none,176.81,97.38,14.384,64.28,185.49,820.9,48.18,0,0
2026-01-09 16:00:00,NS-1001,none,178.23,97.64,14.199,61.74,184.41,830.5,53.77,0,0
2026-01-09 17:00:00,NS-1001,none,174.8,97.48,14.3,61.95,182.69,834.5,64.21,0,0
2026-01-09 18:00:00,NS-1001,none,178.07,97.66,14.269,64.12,184.79,803.7,52.39,0,0
2026-01-09 19:00:00,NS-1001,none,176.67,97.54,14.349,64.76,183.15,830.8,58.64,0,0
2026-01-09 20:00:00,NS-1001,none,172.98,98.12,14.142,64.65,186.85,828.1,61.28,0,0
2026-01-09 21:00:00,NS-1001,none,175.92,97.32,14.25,61.7,179.57,832.1,57.73,0,0
2026-01-09 22:00:00,NS-1001,none,173.73,97.63,14.204,64.4,184.01,826.9,59.64,0,0
2026-01-09 23:00:00,NS-1001,none,174.56,98.06,14.266,63.59,186.66,805.9,58.53,0,0
2026-01-10 00:00:00,NS-1001,none,175.03,96.95,14.323,64.76,179.86,802.6,62.58,0,0
2026-01-10 01:00:00,NS-1001,none,176.05,98.07,14.246,63.33,186.88,808.6,58.28,0,0
2026-01-10 02:00:00,NS-1001,none,177.95,97.84,14.291,64.62,185.48,855.9,54.67,0,0
2026-01-10 03:00:00,NS-1001,none,174.91,98.29,14.408,64.21,187.34,798.9,66.88,0,0
2026-01-10 04:00:00,NS-1001,none,177.18,97.3,14.219,64.01,181.78,779.6,58.86,0,0
2026-01-10 05:00:00,NS-1001,none,176.84,98.3,14.231,64.09,191.55,812.8,47.12,0,0
2026-01-10 06:00:00,NS-1001,none,171.48,97.62,14.168,62.74,186.04,805.6,58.21,0,0
2026-01-10 07:00:00,NS-1001,none,174.46,98.14,14.269,66.71,186.12,812.9,57.21,0,0
2026-01-10 08:00:00,NS-1001,none,176.16,97.35,14.238,61.82,184.99,831.7,54.94,0,0
2026-01-10 09:00:00,NS-1001,none,171.9,97.15,14.301,63.8,187.17,838.6,55.5,0,0
2026-01-10 10:00:00,NS-1001,none,174.39,97.76,14.173,64.32,182.56,782.5,56.69,0,0
2026-01-10 11:00:00,NS-1001,none,174.64,98.31,14.337,63.81,186.22,833.0,49.57,0,0
2026-01-10 12:00:00,NS-1001,none,177.14,97.79,14.244,64.62,185.83,804.4,55.03,0,0
2026-01-10 13:00:00,NS-1001,none,174.65,98.78,14.308,64.71,178.8,834.9,62.5,0,0
2026-01-10 14:00:00,NS-1001,none,174.13,98.44,14.218,62.89,181.85,837.1,60.73,0,0
2026-01-10 15:00:00,NS-1001,none,174.23,96.98,14.366,65.15,179.17,827.3,65.71,0,0
2026-01-10 16:00:00,NS-1001,none,173.19,97.6,14.243,63.55,181.79,813.2,64.38,0,0
2026-01-10 17:00:00,NS-1001,none,174.19,97.64,14.109,62.8,188.01,834.7,56.02,0,0
2026-01-10 18:00:00,NS-1001,none,173.32,97.69,14.231,63.5,184.7,821.7,56.53,0,0
2026-01-10 19:00:00,NS-1001,none,174.91,96.98,14.258,64.21,184.4,829.2,50.92,0,0
2026-01-10 20:00:00,NS-1001,none,171.54,97.92,14.365,62.8,185.23,819.4,64.51,0,0
2026-01-10 21:00:00,NS-1001,none,173.87,97.28,14.244,63.11,180.9,823.0,49.26,0,0
2026-01-10 22:00:00,NS-1001,none,173.4,97.64,14.263,66.31,184.06,829.1,64.03,0,0
2026-01-10 23:00:00,NS-1001,none,173.07,97.53,14.117,63.41,184.59,819.2,67.26,0,0
2026-01-11 00:00:00,NS-1001,none,176.18,97.56,14.229,64.85,182.68,798.0,60.38,0,0
2026-01-11 01:00:00,NS-1001,none,177.71,97.81,14.29,63.14,180.34,804.7,46.34,0,0
2026-01-11 02:00:00,NS-1001,none,175.08,98.79,14.272,63.64,188.26,838.0,57.43,0,0
2026-01-11 03:00:00,NS-1001,none,177.63,97.65,14.396,64.17,191.68,812.0,63.97,0,0
2026-01-11 04:00:00,NS-1001,none,174.12,97.54,14.168,63.45,188.12,805.3,62.77,0,0
2026-01-11 05:00:00,NS-1001,none,177.05,97.91,14.295,63.39,185.94,833.3,60.74,0,0
2026-01-11 06:00:00,NS-1001,none,176.04,97.4,14.108,63.96,182.22,791.1,55.77,0,0
2026-01-11 07:00:00,NS-1001,none,175.35,97.75,14.202,64.59,184.77,812.3,58.54,0,0
2026-01-11 08:00:00,NS-1001,none,175.78,97.63,14.159,63.27,184.2,804.1,55.39,0,0
2026-01-11 09:00:00,NS-1001,none,177.02,97.64,14.116,64.61,183.85,813.6,58.67,0,0
2026-01-11 10:00:00,NS-1001,none,178.02,97.04,14.24,64.31,182.12,830.7,52.12,0,0
2026-01-11 11:00:00,NS-1001,none,176.0,97.44,14.307,64.76,181.36,824.0,65.43,0,0
2026-01-11 12:00:00,NS-1001,none,175.75,97.24,14.093,64.87,182.46,815.2,53.86,0,0
2026-01-11 13:00:00,NS-1001,none,175.65,97.45,14.171,62.95,187.55,832.5,54.72,0,0
2026-01-11 14:00:00,NS-1001,none,174.64,98.0,14.226,63.32,187.76,829.8,62.4,0,0
2026-01-11 15:00:00,NS-1001,none,179.58,97.68,14.281,62.65,189.39,803.4,58.98,0,0
2026-01-11 16:00:00,NS-1001,none,177.74,97.28,14.204,63.7,185.29,817.7,58.03,0,0
2026-01-11 17:00:00,NS-1001,none,175.65,96.57,14.127,63.77,180.36,794.4,57.07,0,0
2026-01-11 18:00:00,NS-1001,none,176.58,97.55,14.217,66.08,183.57,821.1,66.69,0,0
2026-01-11 19:00:00,NS-1001,none,174.78,97.41,14.325,64.79,188.5,795.1,54.89,0,0
